PDB_ID	RELEASE_DATE	SELECTED_SOURCE	REVISION_ORDINAL	REVISION_DATE	LEGACY_ORIGINAL_DATE	SOURCES_AGREE
2NCR	2017-04-19	_pdbx_audit_revision_history.revision_date	1	2017-04-19		
2NOK	2007-02-13	_pdbx_audit_revision_history.revision_date	1	2007-02-13		
2NPY	2007-08-14	_pdbx_audit_revision_history.revision_date	1	2007-08-14		
2NPZ	2007-08-14	_pdbx_audit_revision_history.revision_date	1	2007-08-14		
2O32	2007-02-06	_pdbx_audit_revision_history.revision_date	1	2007-02-06		
2O33	2007-02-06	_pdbx_audit_revision_history.revision_date	1	2007-02-06		
2O3V	2007-11-06	_pdbx_audit_revision_history.revision_date	1	2007-11-06		
2O3W	2007-11-06	_pdbx_audit_revision_history.revision_date	1	2007-11-06		
2O3X	2007-11-06	_pdbx_audit_revision_history.revision_date	1	2007-11-06		
2O3Y	2007-11-06	_pdbx_audit_revision_history.revision_date	1	2007-11-06		
2O43	2007-12-04	_pdbx_audit_revision_history.revision_date	1	2007-12-04		
2O44	2007-12-04	_pdbx_audit_revision_history.revision_date	1	2007-12-04		
2O45	2007-12-04	_pdbx_audit_revision_history.revision_date	1	2007-12-04		
2O81	2007-07-10	_pdbx_audit_revision_history.revision_date	1	2007-07-10		
2O83	2007-07-10	_pdbx_audit_revision_history.revision_date	1	2007-07-10		
2OE5	2007-02-13	_pdbx_audit_revision_history.revision_date	1	2007-02-13		
2OE6	2007-02-13	_pdbx_audit_revision_history.revision_date	1	2007-02-13		
2OE8	2007-02-13	_pdbx_audit_revision_history.revision_date	1	2007-02-13		
2OEU	2007-02-20	_pdbx_audit_revision_history.revision_date	1	2007-02-20		
2OIJ	2007-02-13	_pdbx_audit_revision_history.revision_date	1	2007-02-13		
2OIU	2007-03-13	_pdbx_audit_revision_history.revision_date	1	2007-03-13		
2OIY	2007-12-25	_pdbx_audit_revision_history.revision_date	1	2007-12-25		
2OJ0	2007-12-25	_pdbx_audit_revision_history.revision_date	1	2007-12-25		
2OJ7	2007-05-22	_pdbx_audit_revision_history.revision_date	1	2007-05-22		
2OJ8	2007-05-22	_pdbx_audit_revision_history.revision_date	1	2007-05-22		
2OOM	2008-01-29	_pdbx_audit_revision_history.revision_date	1	2008-01-29		
2OUE	2007-03-06	_pdbx_audit_revision_history.revision_date	1	2007-03-06		
2P7F	2007-05-22	_pdbx_audit_revision_history.revision_date	1	2007-05-22		
2P89	2007-04-03	_pdbx_audit_revision_history.revision_date	1	2007-04-03		
2PCV	2007-05-08	_pdbx_audit_revision_history.revision_date	1	2007-05-08		
2PCW	2007-05-08	_pdbx_audit_revision_history.revision_date	1	2007-05-08		
2PN3	2008-04-01	_pdbx_audit_revision_history.revision_date	1	2008-04-01		
2PN4	2008-04-01	_pdbx_audit_revision_history.revision_date	1	2008-04-01		
2PN9	2007-10-30	_pdbx_audit_revision_history.revision_date	1	2007-10-30		
2PWT	2007-09-18	_pdbx_audit_revision_history.revision_date	1	2007-09-18		
2Q1O	2007-10-30	_pdbx_audit_revision_history.revision_date	1	2007-10-30		
2Q1R	2007-10-30	_pdbx_audit_revision_history.revision_date	1	2007-10-30		
2QBZ	2007-09-18	_pdbx_audit_revision_history.revision_date	1	2007-09-18		
2QEK	2008-05-06	_pdbx_audit_revision_history.revision_date	1	2008-05-06		
2QH2	2007-09-25	_pdbx_audit_revision_history.revision_date	1	2007-09-25		
2QH3	2007-09-25	_pdbx_audit_revision_history.revision_date	1	2007-09-25		
2QH4	2007-09-25	_pdbx_audit_revision_history.revision_date	1	2007-09-25		
2QUS	2008-07-15	_pdbx_audit_revision_history.revision_date	1	2008-07-15		
2QUW	2008-07-15	_pdbx_audit_revision_history.revision_date	1	2008-07-15		
2QWY	2008-01-22	_pdbx_audit_revision_history.revision_date	1	2008-01-22		
2R1S	2007-09-25	_pdbx_audit_revision_history.revision_date	1	2007-09-25		
2R20	2007-09-25	_pdbx_audit_revision_history.revision_date	1	2007-09-25		
2R21	2007-09-25	_pdbx_audit_revision_history.revision_date	1	2007-09-25		
2R22	2007-09-25	_pdbx_audit_revision_history.revision_date	1	2007-09-25		
2RLU	2008-02-26	_pdbx_audit_revision_history.revision_date	1	2008-02-26		
2RN1	2008-09-23	_pdbx_audit_revision_history.revision_date	1	2008-09-23		
2RO2	2008-12-30	_pdbx_audit_revision_history.revision_date	1	2008-12-30		
2RP0	2009-03-31	_pdbx_audit_revision_history.revision_date	1	2009-03-31		
2RP1	2009-03-31	_pdbx_audit_revision_history.revision_date	1	2009-03-31		
2RPK	2008-12-30	_pdbx_audit_revision_history.revision_date	1	2008-12-30		
2RPT	2009-08-25	_pdbx_audit_revision_history.revision_date	1	2009-08-25		
2RQJ	2009-11-17	_pdbx_audit_revision_history.revision_date	1	2009-11-17		
2RRC	2011-06-29	_pdbx_audit_revision_history.revision_date	1	2011-06-29		
2RVO	2017-02-08	_pdbx_audit_revision_history.revision_date	1	2017-02-08		
2TOB	1999-06-22	_pdbx_audit_revision_history.revision_date	1	1999-06-22		
2TPK	1998-11-04	_pdbx_audit_revision_history.revision_date	1	1998-11-04		
2TRA	1987-11-06	_pdbx_audit_revision_history.revision_date	1	1987-11-06		
2U2A	1998-03-04	_pdbx_audit_revision_history.revision_date	1	1998-03-04		
2V6W	2007-11-06	_pdbx_audit_revision_history.revision_date	1	2007-11-06		
2V7R	2008-03-18	_pdbx_audit_revision_history.revision_date	1	2008-03-18		
2VAL	2007-10-16	_pdbx_audit_revision_history.revision_date	1	2007-10-16		
2VUQ	2009-03-10	_pdbx_audit_revision_history.revision_date	1	2009-03-10		
2W89	2009-11-17	_pdbx_audit_revision_history.revision_date	1	2009-11-17		
2WNA	2010-02-16	_pdbx_audit_revision_history.revision_date	1	2010-02-16		
2X2Q	2011-02-16	_pdbx_audit_revision_history.revision_date	1	2011-02-16		
2XC6	2011-05-04	_pdbx_audit_revision_history.revision_date	1	2011-05-04		
2XEB	2010-05-26	_pdbx_audit_revision_history.revision_date	1	2010-05-26		
2XNW	2011-04-06	_pdbx_audit_revision_history.revision_date	1	2011-04-06		
2XNZ	2011-04-06	_pdbx_audit_revision_history.revision_date	1	2011-04-06		
2XO0	2011-04-06	_pdbx_audit_revision_history.revision_date	1	2011-04-06		
2XO1	2011-04-06	_pdbx_audit_revision_history.revision_date	1	2011-04-06		
2XSL	2011-08-10	_pdbx_audit_revision_history.revision_date	1	2011-08-10		
2Y95	2011-10-26	_pdbx_audit_revision_history.revision_date	1	2011-10-26		
2YDH	2011-09-07	_pdbx_audit_revision_history.revision_date	1	2011-09-07		
2YGH	2011-09-07	_pdbx_audit_revision_history.revision_date	1	2011-09-07		
2YIE	2011-08-31	_pdbx_audit_revision_history.revision_date	1	2011-08-31		
2YIF	2011-08-31	_pdbx_audit_revision_history.revision_date	1	2011-08-31		
2Z9Q	2007-10-16	_pdbx_audit_revision_history.revision_date	1	2007-10-16		
2ZY6	2009-06-30	_pdbx_audit_revision_history.revision_date	1	2009-06-30		
300D	1997-01-24	_pdbx_audit_revision_history.revision_date	1	1997-01-24		
301D	1997-01-24	_pdbx_audit_revision_history.revision_date	1	1997-01-24		
30SC	2026-07-22	_pdbx_audit_revision_history.revision_date	1	2026-07-22		
310D	1997-06-24	_pdbx_audit_revision_history.revision_date	1	1997-06-24		
333D	1997-10-16	_pdbx_audit_revision_history.revision_date	1	1997-10-16		
353D	1997-11-10	_pdbx_audit_revision_history.revision_date	1	1997-11-10		
354D	1997-11-26	_pdbx_audit_revision_history.revision_date	1	1997-11-26		
357D	1997-12-01	_pdbx_audit_revision_history.revision_date	1	1997-12-01		
359D	1997-11-07	_pdbx_audit_revision_history.revision_date	1	1997-11-07		
361D	1998-07-01	_pdbx_audit_revision_history.revision_date	1	1998-07-01		
364D	1998-01-02	_pdbx_audit_revision_history.revision_date	1	1998-01-02		
36LC	2026-07-01	_pdbx_audit_revision_history.revision_date	1	2026-07-01		
36LE	2026-07-01	_pdbx_audit_revision_history.revision_date	1	2026-07-01		
36LL	2026-07-01	_pdbx_audit_revision_history.revision_date	1	2026-07-01		
36LM	2026-07-01	_pdbx_audit_revision_history.revision_date	1	2026-07-01		
377D	1998-08-10	_pdbx_audit_revision_history.revision_date	1	1998-08-10		
379D	1998-02-11	_pdbx_audit_revision_history.revision_date	1	1998-02-11		
387D	2003-08-26	_pdbx_audit_revision_history.revision_date	1	2003-08-26		
397D	1998-09-11	_pdbx_audit_revision_history.revision_date	1	1998-09-11		
3A3A	2009-08-11	_pdbx_audit_revision_history.revision_date	1	2009-08-11		
3B31	2007-12-25	_pdbx_audit_revision_history.revision_date	1	2007-12-25		
3B4A	2007-12-11	_pdbx_audit_revision_history.revision_date	1	2007-12-11		
3B4B	2007-12-11	_pdbx_audit_revision_history.revision_date	1	2007-12-11		
3B4C	2007-12-11	_pdbx_audit_revision_history.revision_date	1	2007-12-11		
3B58	2008-08-12	_pdbx_audit_revision_history.revision_date	1	2008-08-12		
3B5A	2008-08-12	_pdbx_audit_revision_history.revision_date	1	2008-08-12		
3B5F	2008-08-12	_pdbx_audit_revision_history.revision_date	1	2008-08-12		
3B5S	2008-08-12	_pdbx_audit_revision_history.revision_date	1	2008-08-12		
3B91	2008-08-12	_pdbx_audit_revision_history.revision_date	1	2008-08-12		
3BBI	2008-08-12	_pdbx_audit_revision_history.revision_date	1	2008-08-12		
3BBK	2008-08-12	_pdbx_audit_revision_history.revision_date	1	2008-08-12		
3BBM	2008-08-12	_pdbx_audit_revision_history.revision_date	1	2008-08-12		
3BBV	2008-10-21	_pdbx_audit_revision_history.revision_date	1	2008-10-21		
3BNL	2008-06-24	_pdbx_audit_revision_history.revision_date	1	2008-06-24		
3BNN	2008-06-24	_pdbx_audit_revision_history.revision_date	1	2008-06-24		
3BNO	2008-06-24	_pdbx_audit_revision_history.revision_date	1	2008-06-24		
3BNP	2008-06-24	_pdbx_audit_revision_history.revision_date	1	2008-06-24		
3BNQ	2008-06-24	_pdbx_audit_revision_history.revision_date	1	2008-06-24		
3BNR	2008-06-24	_pdbx_audit_revision_history.revision_date	1	2008-06-24		
3BNS	2008-06-24	_pdbx_audit_revision_history.revision_date	1	2008-06-24		
3BNT	2008-06-24	_pdbx_audit_revision_history.revision_date	1	2008-06-24		
3BWP	2008-04-15	_pdbx_audit_revision_history.revision_date	1	2008-04-15		
3C44	2008-05-06	_pdbx_audit_revision_history.revision_date	1	2008-05-06		
3CGP	2008-07-01	_pdbx_audit_revision_history.revision_date	1	2008-07-01		
3CGQ	2008-07-01	_pdbx_audit_revision_history.revision_date	1	2008-07-01		
3CGR	2008-07-01	_pdbx_audit_revision_history.revision_date	1	2008-07-01		
3CGS	2008-07-01	_pdbx_audit_revision_history.revision_date	1	2008-07-01		
3CJZ	2008-10-14	_pdbx_audit_revision_history.revision_date	1	2008-10-14		
3CW5	2008-09-02	_pdbx_audit_revision_history.revision_date	1	2008-09-02		
3CW6	2008-09-02	_pdbx_audit_revision_history.revision_date	1	2008-09-02		
3CZW	2008-09-09	_pdbx_audit_revision_history.revision_date	1	2008-09-09		
3D0M	2008-09-09	_pdbx_audit_revision_history.revision_date	1	2008-09-09		
3D0U	2008-07-01	_pdbx_audit_revision_history.revision_date	1	2008-07-01		
3D0X	2008-07-01	_pdbx_audit_revision_history.revision_date	1	2008-07-01		
3D2G	2008-07-01	_pdbx_audit_revision_history.revision_date	1	2008-07-01		
3D2V	2008-07-01	_pdbx_audit_revision_history.revision_date	1	2008-07-01		
3D2X	2008-07-01	_pdbx_audit_revision_history.revision_date	1	2008-07-01		
3DG0	2009-02-03	_pdbx_audit_revision_history.revision_date	1	2009-02-03		
3DG2	2009-02-03	_pdbx_audit_revision_history.revision_date	1	2009-02-03		
3DG4	2009-02-03	_pdbx_audit_revision_history.revision_date	1	2009-02-03		
3DG5	2009-02-03	_pdbx_audit_revision_history.revision_date	1	2009-02-03		
3DHS	2009-01-27	_pdbx_audit_revision_history.revision_date	1	2009-01-27		
3DIG	2008-09-16	_pdbx_audit_revision_history.revision_date	1	2008-09-16		
3DIL	2008-09-16	_pdbx_audit_revision_history.revision_date	1	2008-09-16		
3DIM	2008-09-16	_pdbx_audit_revision_history.revision_date	1	2008-09-16		
3DIO	2008-09-16	_pdbx_audit_revision_history.revision_date	1	2008-09-16		
3DIQ	2008-09-16	_pdbx_audit_revision_history.revision_date	1	2008-09-16		
3DIR	2008-09-16	_pdbx_audit_revision_history.revision_date	1	2008-09-16		
3DIS	2008-09-16	_pdbx_audit_revision_history.revision_date	1	2008-09-16		
3DIX	2008-09-16	_pdbx_audit_revision_history.revision_date	1	2008-09-16		
3DIY	2008-09-16	_pdbx_audit_revision_history.revision_date	1	2008-09-16		
3DIZ	2008-09-16	_pdbx_audit_revision_history.revision_date	1	2008-09-16		
3DJ0	2008-09-16	_pdbx_audit_revision_history.revision_date	1	2008-09-16		
3DJ2	2008-09-16	_pdbx_audit_revision_history.revision_date	1	2008-09-16		
3DS7	2009-02-17	_pdbx_audit_revision_history.revision_date	1	2009-02-17		
3DVV	2008-08-12	_pdbx_audit_revision_history.revision_date	1	2008-08-12		
3DVZ	2009-03-24	_pdbx_audit_revision_history.revision_date	1	2009-03-24		
3DW4	2009-03-24	_pdbx_audit_revision_history.revision_date	1	2009-03-24		
3DW5	2009-03-24	_pdbx_audit_revision_history.revision_date	1	2009-03-24		
3DW6	2009-03-24	_pdbx_audit_revision_history.revision_date	1	2009-03-24		
3DW7	2009-03-24	_pdbx_audit_revision_history.revision_date	1	2009-03-24		
3E5C	2008-10-07	_pdbx_audit_revision_history.revision_date	1	2008-10-07		
3E5E	2008-10-07	_pdbx_audit_revision_history.revision_date	1	2008-10-07		
3E5F	2008-10-07	_pdbx_audit_revision_history.revision_date	1	2008-10-07		
3EOG	2008-10-28	_pdbx_audit_revision_history.revision_date	1	2008-10-28		
3EOH	2008-10-28	_pdbx_audit_revision_history.revision_date	1	2008-10-28		
3F2Q	2009-01-27	_pdbx_audit_revision_history.revision_date	1	2009-01-27		
3F2T	2009-01-27	_pdbx_audit_revision_history.revision_date	1	2009-01-27		
3F2W	2009-01-27	_pdbx_audit_revision_history.revision_date	1	2009-01-27		
3F2X	2009-01-27	_pdbx_audit_revision_history.revision_date	1	2009-01-27		
3F2Y	2009-01-27	_pdbx_audit_revision_history.revision_date	1	2009-01-27		
3F30	2009-01-27	_pdbx_audit_revision_history.revision_date	1	2009-01-27		
3F4E	2009-01-27	_pdbx_audit_revision_history.revision_date	1	2009-01-27		
3F4G	2009-01-27	_pdbx_audit_revision_history.revision_date	1	2009-01-27		
3F4H	2009-01-27	_pdbx_audit_revision_history.revision_date	1	2009-01-27		
3FAR	2009-11-24	_pdbx_audit_revision_history.revision_date	1	2009-11-24		
3FO4	2009-06-23	_pdbx_audit_revision_history.revision_date	1	2009-06-23		
3FO6	2009-06-23	_pdbx_audit_revision_history.revision_date	1	2009-06-23		
3FS0	2009-02-24	_pdbx_audit_revision_history.revision_date	1	2009-02-24		
3FTM	2009-02-24	_pdbx_audit_revision_history.revision_date	1	2009-02-24		
3FU2	2009-03-03	_pdbx_audit_revision_history.revision_date	1	2009-03-03		
3FWO	2010-01-19	_pdbx_audit_revision_history.revision_date	1	2010-01-19		
3G4M	2009-06-23	_pdbx_audit_revision_history.revision_date	1	2009-06-23		
3G78	2010-02-16	_pdbx_audit_revision_history.revision_date	1	2010-02-16		
3GAO	2009-06-23	_pdbx_audit_revision_history.revision_date	1	2009-06-23		
3GCA	2009-03-03	_pdbx_audit_revision_history.revision_date	1	2009-03-03		
3GER	2009-06-23	_pdbx_audit_revision_history.revision_date	1	2009-06-23		
3GES	2009-06-23	_pdbx_audit_revision_history.revision_date	1	2009-06-23		
3GLP	2009-05-26	_pdbx_audit_revision_history.revision_date	1	2009-05-26		
3GM7	2009-05-26	_pdbx_audit_revision_history.revision_date	1	2009-05-26		
3GOG	2009-06-23	_pdbx_audit_revision_history.revision_date	1	2009-06-23		
3GOT	2009-06-23	_pdbx_audit_revision_history.revision_date	1	2009-06-23		
3GS1	2009-05-12	_pdbx_audit_revision_history.revision_date	1	2009-05-12		
3GS5	2009-04-21	_pdbx_audit_revision_history.revision_date	1	2009-04-21		
3GS8	2009-04-21	_pdbx_audit_revision_history.revision_date	1	2009-04-21		
3GVN	2009-07-28	_pdbx_audit_revision_history.revision_date	1	2009-07-28		
3GX2	2010-01-12	_pdbx_audit_revision_history.revision_date	1	2010-01-12		
3GX3	2010-01-12	_pdbx_audit_revision_history.revision_date	1	2010-01-12		
3GX5	2010-01-12	_pdbx_audit_revision_history.revision_date	1	2010-01-12		
3GX6	2010-01-12	_pdbx_audit_revision_history.revision_date	1	2010-01-12		
3GX7	2010-01-12	_pdbx_audit_revision_history.revision_date	1	2010-01-12		
3HGA	2009-08-18	_pdbx_audit_revision_history.revision_date	1	2009-08-18		
3IBK	2010-05-12	_pdbx_audit_revision_history.revision_date	1	2010-05-12		
3IGI	2009-12-22	_pdbx_audit_revision_history.revision_date	1	2009-12-22		
3IQN	2010-08-04	_pdbx_audit_revision_history.revision_date	1	2010-08-04		
3IQP	2010-08-04	_pdbx_audit_revision_history.revision_date	1	2010-08-04		
3IQR	2010-08-04	_pdbx_audit_revision_history.revision_date	1	2010-08-04		
3IVN	2010-01-19	_pdbx_audit_revision_history.revision_date	1	2010-01-19		
3IZD	2010-12-01	_pdbx_audit_revision_history.revision_date	1	2010-12-01		
3J28	2013-01-16	_pdbx_audit_revision_history.revision_date	1	2013-01-16		
3J29	2013-01-16	_pdbx_audit_revision_history.revision_date	1	2013-01-16		
3J2A	2013-01-16	_pdbx_audit_revision_history.revision_date	1	2013-01-16		
3J2B	2013-01-16	_pdbx_audit_revision_history.revision_date	1	2013-01-16		
3J2C	2013-01-16	_pdbx_audit_revision_history.revision_date	1	2013-01-16		
3J2D	2013-01-16	_pdbx_audit_revision_history.revision_date	1	2013-01-16		
3J2E	2013-01-16	_pdbx_audit_revision_history.revision_date	1	2013-01-16		
3J2F	2013-01-16	_pdbx_audit_revision_history.revision_date	1	2013-01-16		
3J2G	2013-01-16	_pdbx_audit_revision_history.revision_date	1	2013-01-16		
3J2H	2013-01-16	_pdbx_audit_revision_history.revision_date	1	2013-01-16		
3JQ4	2010-09-08	_pdbx_audit_revision_history.revision_date	1	2010-09-08		
3JXQ	2010-02-09	_pdbx_audit_revision_history.revision_date	1	2010-02-09		
3JXR	2010-02-09	_pdbx_audit_revision_history.revision_date	1	2010-02-09		
3K1V	2009-10-06	_pdbx_audit_revision_history.revision_date	1	2009-10-06		
3L0U	2010-03-16	_pdbx_audit_revision_history.revision_date	1	2010-03-16		
3LA5	2010-01-26	_pdbx_audit_revision_history.revision_date	1	2010-01-26		
3LOA	2010-08-04	_pdbx_audit_revision_history.revision_date	1	2010-08-04		
3MEI	2011-01-26	_pdbx_audit_revision_history.revision_date	1	2011-01-26		
3MIJ	2011-02-16	_pdbx_audit_revision_history.revision_date	1	2011-02-16		
3MJ3	2010-05-19	_pdbx_audit_revision_history.revision_date	1	2010-05-19		
3MJA	2010-05-19	_pdbx_audit_revision_history.revision_date	1	2010-05-19		
3MJB	2010-05-19	_pdbx_audit_revision_history.revision_date	1	2010-05-19		
3ND3	2011-09-21	_pdbx_audit_revision_history.revision_date	1	2011-09-21		
3ND4	2011-09-21	_pdbx_audit_revision_history.revision_date	1	2011-09-21		
3NJ6	2010-08-25	_pdbx_audit_revision_history.revision_date	1	2010-08-25		
3NJ7	2010-08-25	_pdbx_audit_revision_history.revision_date	1	2010-08-25		
3NPN	2010-10-06	_pdbx_audit_revision_history.revision_date	1	2010-10-06		
3NPQ	2010-10-06	_pdbx_audit_revision_history.revision_date	1	2010-10-06		
3OWI	2010-12-29	_pdbx_audit_revision_history.revision_date	1	2010-12-29		
3OWW	2010-12-29	_pdbx_audit_revision_history.revision_date	1	2010-12-29		
3OWZ	2010-12-29	_pdbx_audit_revision_history.revision_date	1	2010-12-29		
3OX0	2010-12-29	_pdbx_audit_revision_history.revision_date	1	2010-12-29		
3OXB	2010-12-29	_pdbx_audit_revision_history.revision_date	1	2010-12-29		
3OXD	2010-12-29	_pdbx_audit_revision_history.revision_date	1	2010-12-29		
3OXE	2010-12-29	_pdbx_audit_revision_history.revision_date	1	2010-12-29		
3OXJ	2010-12-29	_pdbx_audit_revision_history.revision_date	1	2010-12-29		
3OXM	2010-12-29	_pdbx_audit_revision_history.revision_date	1	2010-12-29		
3P22	2010-12-08	_pdbx_audit_revision_history.revision_date	1	2010-12-08		
3P4A	2011-01-05	_pdbx_audit_revision_history.revision_date	1	2011-01-05		
3P4B	2011-01-05	_pdbx_audit_revision_history.revision_date	1	2011-01-05		
3P4C	2011-01-05	_pdbx_audit_revision_history.revision_date	1	2011-01-05		
3P4D	2011-01-05	_pdbx_audit_revision_history.revision_date	1	2011-01-05		
3P59	2011-04-06	_pdbx_audit_revision_history.revision_date	1	2011-04-06		
3PDR	2011-02-23	_pdbx_audit_revision_history.revision_date	1	2011-02-23		
3PHP	1998-10-21	_pdbx_audit_revision_history.revision_date	1	1998-10-21		
3Q3Z	2011-05-11	_pdbx_audit_revision_history.revision_date	1	2011-05-11		
3Q50	2011-05-18	_pdbx_audit_revision_history.revision_date	1	2011-05-18		
3Q51	2011-05-18	_pdbx_audit_revision_history.revision_date	1	2011-05-18		
3R1C	2011-06-01	_pdbx_audit_revision_history.revision_date	1	2011-06-01		
3R1D	2011-06-01	_pdbx_audit_revision_history.revision_date	1	2011-06-01		
3R1E	2011-06-01	_pdbx_audit_revision_history.revision_date	1	2011-06-01		
3R4F	2011-04-20	_pdbx_audit_revision_history.revision_date	1	2011-04-20		
3RG5	2011-06-08	_pdbx_audit_revision_history.revision_date	1	2011-06-08		
3RKF	2011-08-17	_pdbx_audit_revision_history.revision_date	1	2011-08-17		
3S49	2011-06-29	_pdbx_audit_revision_history.revision_date	1	2011-06-29		
3S4P	2011-09-21	_pdbx_audit_revision_history.revision_date	1	2011-09-21		
3S7C	2012-04-11	_pdbx_audit_revision_history.revision_date	1	2012-04-11		
3S8U	2012-04-11	_pdbx_audit_revision_history.revision_date	1	2012-04-11		
3SD3	2011-09-21	_pdbx_audit_revision_history.revision_date	1	2011-09-21		
3SJ2	2011-08-03	_pdbx_audit_revision_history.revision_date	1	2011-08-03		
3SKI	2011-08-17	_pdbx_audit_revision_history.revision_date	1	2011-08-17		
3SKL	2011-08-17	_pdbx_audit_revision_history.revision_date	1	2011-08-17		
3SKR	2011-08-17	_pdbx_audit_revision_history.revision_date	1	2011-08-17		
3SKT	2011-08-17	_pdbx_audit_revision_history.revision_date	1	2011-08-17		
3SKW	2011-08-17	_pdbx_audit_revision_history.revision_date	1	2011-08-17		
3SKZ	2011-08-17	_pdbx_audit_revision_history.revision_date	1	2011-08-17		
3SLM	2011-08-17	_pdbx_audit_revision_history.revision_date	1	2011-08-17		
3SLQ	2011-08-17	_pdbx_audit_revision_history.revision_date	1	2011-08-17		
3SUH	2011-09-14	_pdbx_audit_revision_history.revision_date	1	2011-09-14		
3SUX	2011-09-14	_pdbx_audit_revision_history.revision_date	1	2011-09-14		
3SUY	2011-09-14	_pdbx_audit_revision_history.revision_date	1	2011-09-14		
3SYW	2012-04-25	_pdbx_audit_revision_history.revision_date	1	2012-04-25		
3SZX	2012-04-25	_pdbx_audit_revision_history.revision_date	1	2012-04-25		
3T4B	2011-10-12	_pdbx_audit_revision_history.revision_date	1	2011-10-12		
3TD0	2011-12-07	_pdbx_audit_revision_history.revision_date	1	2011-12-07		
3TD1	2011-12-07	_pdbx_audit_revision_history.revision_date	1	2011-12-07		
3TRA	1987-11-06	_pdbx_audit_revision_history.revision_date	1	1987-11-06		
3TZR	2012-03-21	_pdbx_audit_revision_history.revision_date	1	2012-03-21		
3VRS	2012-05-09	_pdbx_audit_revision_history.revision_date	1	2012-05-09		
3WRU	2014-11-05	_pdbx_audit_revision_history.revision_date	1	2014-11-05		
3ZD4	2012-12-12	_pdbx_audit_revision_history.revision_date	1	2012-12-12		
3ZD5	2012-12-12	_pdbx_audit_revision_history.revision_date	1	2012-12-12		
3ZP8	2013-03-06	_pdbx_audit_revision_history.revision_date	1	2013-03-06		
402D	1998-06-16	_pdbx_audit_revision_history.revision_date	1	1998-06-16		
405D	1999-01-13	_pdbx_audit_revision_history.revision_date	1	1999-01-13		
406D	1999-02-05	_pdbx_audit_revision_history.revision_date	1	1999-02-05		
409D	1999-01-13	_pdbx_audit_revision_history.revision_date	1	1999-01-13		
413D	1998-07-10	_pdbx_audit_revision_history.revision_date	1	1998-07-10		
420D	1999-01-13	_pdbx_audit_revision_history.revision_date	1	1999-01-13		
422D	2003-06-03	_pdbx_audit_revision_history.revision_date	1	2003-06-03		
429D	1999-03-01	_pdbx_audit_revision_history.revision_date	1	1999-03-01		
430D	1998-10-07	_pdbx_audit_revision_history.revision_date	1	1998-10-07		
433D	1998-12-04	_pdbx_audit_revision_history.revision_date	1	1998-12-04		
434D	1999-06-14	_pdbx_audit_revision_history.revision_date	1	1999-06-14		
435D	1999-06-14	_pdbx_audit_revision_history.revision_date	1	1999-06-14		
437D	1998-12-03	_pdbx_audit_revision_history.revision_date	1	1998-12-03		
438D	1999-05-12	_pdbx_audit_revision_history.revision_date	1	1999-05-12		
439D	2001-09-14	_pdbx_audit_revision_history.revision_date	1	2001-09-14		
462D	1999-12-02	_pdbx_audit_revision_history.revision_date	1	1999-12-02		
464D	1999-08-16	_pdbx_audit_revision_history.revision_date	1	1999-08-16		
466D	1999-08-16	_pdbx_audit_revision_history.revision_date	1	1999-08-16		
468D	1999-05-12	_pdbx_audit_revision_history.revision_date	1	1999-05-12		
469D	1999-05-12	_pdbx_audit_revision_history.revision_date	1	1999-05-12		
470D	1999-05-12	_pdbx_audit_revision_history.revision_date	1	1999-05-12		
471D	1999-05-12	_pdbx_audit_revision_history.revision_date	1	1999-05-12		
472D	2000-11-27	_pdbx_audit_revision_history.revision_date	1	2000-11-27		
480D	1999-10-08	_pdbx_audit_revision_history.revision_date	1	1999-10-08		
483D	1999-10-08	_pdbx_audit_revision_history.revision_date	1	1999-10-08		
486D	1999-10-04	_pdbx_audit_revision_history.revision_date	1	1999-10-04		
488D	2000-03-06	_pdbx_audit_revision_history.revision_date	1	2000-03-06		
4A4R	2012-05-30	_pdbx_audit_revision_history.revision_date	1	2012-05-30		
4A4S	2012-05-30	_pdbx_audit_revision_history.revision_date	1	2012-05-30		
4A4T	2012-05-30	_pdbx_audit_revision_history.revision_date	1	2012-05-30		
4A4U	2012-05-30	_pdbx_audit_revision_history.revision_date	1	2012-05-30		
4AOB	2012-05-09	_pdbx_audit_revision_history.revision_date	1	2012-05-09		
4B5R	2013-01-30	_pdbx_audit_revision_history.revision_date	1	2013-01-30		
4C40	2013-11-06	_pdbx_audit_revision_history.revision_date	1	2013-11-06		
4C4Q	2013-10-30	_pdbx_audit_revision_history.revision_date	1	2013-10-30		
4CS1	2014-11-19	_pdbx_audit_revision_history.revision_date	1	2014-11-19		
4DS6	2012-04-18	_pdbx_audit_revision_history.revision_date	1	2012-04-18		
4E48	2012-07-11	_pdbx_audit_revision_history.revision_date	1	2012-07-11		
4E58	2012-12-12	_pdbx_audit_revision_history.revision_date	1	2012-12-12		
4E59	2012-12-12	_pdbx_audit_revision_history.revision_date	1	2012-12-12		
4E5C	2012-07-11	_pdbx_audit_revision_history.revision_date	1	2012-07-11		
4E6B	2012-07-11	_pdbx_audit_revision_history.revision_date	1	2012-07-11		
4E8K	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4E8M	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
4E8N	2012-11-14	_pdbx_audit_revision_history.revision_date	1	2012-11-14		
