PDB_ID	RELEASE_DATE	SELECTED_SOURCE	REVISION_ORDINAL	REVISION_DATE	LEGACY_ORIGINAL_DATE	SOURCES_AGREE
1Y0Q	2004-12-21	_pdbx_audit_revision_history.revision_date	1	2004-12-21		
1Y26	2004-12-28	_pdbx_audit_revision_history.revision_date	1	2004-12-28		
1Y27	2004-12-28	_pdbx_audit_revision_history.revision_date	1	2004-12-28		
1Y3O	2005-11-08	_pdbx_audit_revision_history.revision_date	1	2005-11-08		
1Y3S	2005-11-08	_pdbx_audit_revision_history.revision_date	1	2005-11-08		
1Y6S	2004-12-21	_pdbx_audit_revision_history.revision_date	1	2004-12-21		
1Y6T	2004-12-21	_pdbx_audit_revision_history.revision_date	1	2004-12-21		
1Y73	2004-12-21	_pdbx_audit_revision_history.revision_date	1	2004-12-21		
1Y90	2004-12-21	_pdbx_audit_revision_history.revision_date	1	2004-12-21		
1Y95	2004-12-21	_pdbx_audit_revision_history.revision_date	1	2004-12-21		
1Y99	2004-12-21	_pdbx_audit_revision_history.revision_date	1	2004-12-21		
1YFG	1997-09-03	_pdbx_audit_revision_history.revision_date	1	1997-09-03		
1YFV	1997-10-15	_pdbx_audit_revision_history.revision_date	1	1997-10-15		
1YG3	2005-12-13	_pdbx_audit_revision_history.revision_date	1	2005-12-13		
1YG4	2005-12-13	_pdbx_audit_revision_history.revision_date	1	2005-12-13		
1YKQ	2005-02-22	_pdbx_audit_revision_history.revision_date	1	2005-02-22		
1YKV	2005-02-22	_pdbx_audit_revision_history.revision_date	1	2005-02-22		
1YLG	2005-02-01	_pdbx_audit_revision_history.revision_date	1	2005-02-01		
1YLS	2005-02-22	_pdbx_audit_revision_history.revision_date	1	2005-02-22		
1YMO	2005-03-15	_pdbx_audit_revision_history.revision_date	1	2005-03-15		
1YN1	2006-01-24	_pdbx_audit_revision_history.revision_date	1	2006-01-24		
1YN2	2006-01-24	_pdbx_audit_revision_history.revision_date	1	2006-01-24		
1YNC	2005-02-08	_pdbx_audit_revision_history.revision_date	1	2005-02-08		
1YNE	2005-02-08	_pdbx_audit_revision_history.revision_date	1	2005-02-08		
1YNG	2005-02-08	_pdbx_audit_revision_history.revision_date	1	2005-02-08		
1YRJ	2005-06-07	_pdbx_audit_revision_history.revision_date	1	2005-06-07		
1YSV	2005-07-19	_pdbx_audit_revision_history.revision_date	1	2005-07-19		
1YXP	2006-01-31	_pdbx_audit_revision_history.revision_date	1	2006-01-31		
1YY0	2005-10-18	_pdbx_audit_revision_history.revision_date	1	2005-10-18		
1YZD	2005-10-18	_pdbx_audit_revision_history.revision_date	1	2005-10-18		
1Z2J	2005-06-14	_pdbx_audit_revision_history.revision_date	1	2005-06-14		
1Z30	2005-04-26	_pdbx_audit_revision_history.revision_date	1	2005-04-26		
1Z31	2005-03-22	_pdbx_audit_revision_history.revision_date	1	2005-03-22		
1Z43	2005-06-14	_pdbx_audit_revision_history.revision_date	1	2005-06-14		
1Z58	2005-06-28	_pdbx_audit_revision_history.revision_date	1	2005-06-28		
1Z79	2005-10-18	_pdbx_audit_revision_history.revision_date	1	2005-10-18		
1Z7F	2005-10-18	_pdbx_audit_revision_history.revision_date	1	2005-10-18		
1ZC5	2005-06-07	_pdbx_audit_revision_history.revision_date	1	2005-06-07		
1ZCI	2006-01-31	_pdbx_audit_revision_history.revision_date	1	2006-01-31		
1ZEV	2005-10-25	_pdbx_audit_revision_history.revision_date	1	2005-10-25		
1ZFT	2006-02-14	_pdbx_audit_revision_history.revision_date	1	2006-02-14		
1ZFV	2006-02-14	_pdbx_audit_revision_history.revision_date	1	2006-02-14		
1ZFX	2006-02-14	_pdbx_audit_revision_history.revision_date	1	2006-02-14		
1ZIF	1997-03-12	_pdbx_audit_revision_history.revision_date	1	1997-03-12		
1ZIG	1997-03-12	_pdbx_audit_revision_history.revision_date	1	1997-03-12		
1ZIH	1997-03-12	_pdbx_audit_revision_history.revision_date	1	1997-03-12		
1ZO3	2005-06-14	_pdbx_audit_revision_history.revision_date	1	2005-06-14		
1ZX7	2005-09-20	_pdbx_audit_revision_history.revision_date	1	2005-09-20		
1ZZ5	2005-09-20	_pdbx_audit_revision_history.revision_date	1	2005-09-20		
205D	1995-09-15	_pdbx_audit_revision_history.revision_date	1	1995-09-15		
21CC	2025-12-17	_pdbx_audit_revision_history.revision_date	1	2025-12-17		
21ET	2026-07-15	_pdbx_audit_revision_history.revision_date	1	2026-07-15		
23JY	2026-05-06	_pdbx_audit_revision_history.revision_date	1	2026-05-06		
23JZ	2026-05-06	_pdbx_audit_revision_history.revision_date	1	2026-05-06		
23KA	2026-05-06	_pdbx_audit_revision_history.revision_date	1	2026-05-06		
255D	1995-02-07	_pdbx_audit_revision_history.revision_date	1	1995-02-07		
259D	1996-08-26	_pdbx_audit_revision_history.revision_date	1	1996-08-26		
25SJ	2026-04-29	_pdbx_audit_revision_history.revision_date	1	2026-04-29		
25SM	2026-04-29	_pdbx_audit_revision_history.revision_date	1	2026-04-29		
280D	1996-09-30	_pdbx_audit_revision_history.revision_date	1	1996-09-30		
283D	1996-09-30	_pdbx_audit_revision_history.revision_date	1	1996-09-30		
28SP	1999-04-12	_pdbx_audit_revision_history.revision_date	1	1999-04-12		
28SR	1999-04-20	_pdbx_audit_revision_history.revision_date	1	1999-04-20		
299D	1997-01-24	_pdbx_audit_revision_history.revision_date	1	1997-01-24		
2A04	2005-09-20	_pdbx_audit_revision_history.revision_date	1	2005-09-20		
2A0P	2005-08-16	_pdbx_audit_revision_history.revision_date	1	2005-08-16		
2A2E	2005-09-06	_pdbx_audit_revision_history.revision_date	1	2005-09-06		
2A43	2005-09-27	_pdbx_audit_revision_history.revision_date	1	2005-09-27		
2A64	2005-09-20	_pdbx_audit_revision_history.revision_date	1	2005-09-20		
2A9L	1998-06-17	_pdbx_audit_revision_history.revision_date	1	1998-06-17		
2ADT	2005-07-26	_pdbx_audit_revision_history.revision_date	1	2005-07-26		
2AGN	2006-07-25	_pdbx_audit_revision_history.revision_date	1	2006-07-25		
2AHT	2006-10-17	_pdbx_audit_revision_history.revision_date	1	2006-10-17		
2AO5	2006-03-28	_pdbx_audit_revision_history.revision_date	1	2006-03-28		
2AP0	2006-09-05	_pdbx_audit_revision_history.revision_date	1	2006-09-05		
2AP5	2006-09-05	_pdbx_audit_revision_history.revision_date	1	2006-09-05		
2AU4	2006-03-28	_pdbx_audit_revision_history.revision_date	1	2006-03-28		
2AWE	2006-02-07	_pdbx_audit_revision_history.revision_date	1	2006-02-07		
2AWQ	2006-01-17	_pdbx_audit_revision_history.revision_date	1	2006-01-17		
2B57	2006-05-23	_pdbx_audit_revision_history.revision_date	1	2006-05-23		
2B7G	2006-01-24	_pdbx_audit_revision_history.revision_date	1	2006-01-24		
2B8R	2005-10-25	_pdbx_audit_revision_history.revision_date	1	2005-10-25		
2B8S	2005-10-25	_pdbx_audit_revision_history.revision_date	1	2005-10-25		
2BCY	2006-02-14	_pdbx_audit_revision_history.revision_date	1	2006-02-14		
2BCZ	2006-02-14	_pdbx_audit_revision_history.revision_date	1	2006-02-14		
2BE0	2005-12-20	_pdbx_audit_revision_history.revision_date	1	2005-12-20		
2BEE	2005-12-20	_pdbx_audit_revision_history.revision_date	1	2005-12-20		
2BJ2	1999-02-02	_pdbx_audit_revision_history.revision_date	1	1999-02-02		
2CD1	2007-05-01	_pdbx_audit_revision_history.revision_date	1	2007-05-01		
2CD3	2007-05-01	_pdbx_audit_revision_history.revision_date	1	2007-05-01		
2CD5	2007-05-01	_pdbx_audit_revision_history.revision_date	1	2007-05-01		
2CD6	2007-05-01	_pdbx_audit_revision_history.revision_date	1	2007-05-01		
2CKY	2006-05-08	_pdbx_audit_revision_history.revision_date	1	2006-05-08		
2D17	2005-11-01	_pdbx_audit_revision_history.revision_date	1	2005-11-01		
2D18	2005-11-01	_pdbx_audit_revision_history.revision_date	1	2005-11-01		
2D19	2005-11-01	_pdbx_audit_revision_history.revision_date	1	2005-11-01		
2D1A	2005-11-01	_pdbx_audit_revision_history.revision_date	1	2005-11-01		
2D1B	2005-11-01	_pdbx_audit_revision_history.revision_date	1	2005-11-01		
2D2K	2005-11-01	_pdbx_audit_revision_history.revision_date	1	2005-11-01		
2D2L	2005-11-01	_pdbx_audit_revision_history.revision_date	1	2005-11-01		
2DD1	2006-06-13	_pdbx_audit_revision_history.revision_date	1	2006-06-13		
2DD2	2006-06-13	_pdbx_audit_revision_history.revision_date	1	2006-06-13		
2DD3	2006-06-13	_pdbx_audit_revision_history.revision_date	1	2006-06-13		
2EES	2007-11-13	_pdbx_audit_revision_history.revision_date	1	2007-11-13		
2EET	2007-11-13	_pdbx_audit_revision_history.revision_date	1	2007-11-13		
2EEU	2007-11-13	_pdbx_audit_revision_history.revision_date	1	2007-11-13		
2EEV	2007-11-13	_pdbx_audit_revision_history.revision_date	1	2007-11-13		
2EEW	2007-11-13	_pdbx_audit_revision_history.revision_date	1	2007-11-13		
2ES5	2006-01-24	_pdbx_audit_revision_history.revision_date	1	2006-01-24		
2ESI	2005-12-20	_pdbx_audit_revision_history.revision_date	1	2005-12-20		
2ESJ	2005-12-20	_pdbx_audit_revision_history.revision_date	1	2005-12-20		
2ET3	2005-12-13	_pdbx_audit_revision_history.revision_date	1	2005-12-13		
2ET4	2005-12-13	_pdbx_audit_revision_history.revision_date	1	2005-12-13		
2ET5	2005-12-13	_pdbx_audit_revision_history.revision_date	1	2005-12-13		
2ET8	2005-12-13	_pdbx_audit_revision_history.revision_date	1	2005-12-13		
2EUY	2006-01-03	_pdbx_audit_revision_history.revision_date	1	2006-01-03		
2EVY	2006-08-22	_pdbx_audit_revision_history.revision_date	1	2006-08-22		
2F4S	2006-05-02	_pdbx_audit_revision_history.revision_date	1	2006-05-02		
2F4T	2006-05-02	_pdbx_audit_revision_history.revision_date	1	2006-05-02		
2F4U	2006-05-02	_pdbx_audit_revision_history.revision_date	1	2006-05-02		
2F4X	2006-02-28	_pdbx_audit_revision_history.revision_date	1	2006-02-28		
2F87	2006-08-08	_pdbx_audit_revision_history.revision_date	1	2006-08-08		
2F88	2006-02-28	_pdbx_audit_revision_history.revision_date	1	2006-02-28		
2FCX	2006-05-16	_pdbx_audit_revision_history.revision_date	1	2006-05-16		
2FCY	2006-05-16	_pdbx_audit_revision_history.revision_date	1	2006-05-16		
2FCZ	2006-05-16	_pdbx_audit_revision_history.revision_date	1	2006-05-16		
2FD0	2006-05-16	_pdbx_audit_revision_history.revision_date	1	2006-05-16		
2FDT	2006-12-05	_pdbx_audit_revision_history.revision_date	1	2006-12-05		
2FEY	2006-06-27	_pdbx_audit_revision_history.revision_date	1	2006-06-27		
2FGP	2006-02-14	_pdbx_audit_revision_history.revision_date	1	2006-02-14		
2FQN	2006-02-14	_pdbx_audit_revision_history.revision_date	1	2006-02-14		
2G1G	2006-06-20	_pdbx_audit_revision_history.revision_date	1	2006-06-20		
2G1W	2006-04-11	_pdbx_audit_revision_history.revision_date	1	2006-04-11		
2G32	2006-05-30	_pdbx_audit_revision_history.revision_date	1	2006-05-30		
2G3S	2007-01-16	_pdbx_audit_revision_history.revision_date	1	2007-01-16		
2G5K	2006-06-20	_pdbx_audit_revision_history.revision_date	1	2006-06-20		
2G91	2007-04-03	_pdbx_audit_revision_history.revision_date	1	2007-04-03		
2G92	2006-04-18	_pdbx_audit_revision_history.revision_date	1	2006-04-18		
2G9C	2006-11-21	_pdbx_audit_revision_history.revision_date	1	2006-11-21		
2GBH	2006-04-11	_pdbx_audit_revision_history.revision_date	1	2006-04-11		
2GCS	2006-09-26	_pdbx_audit_revision_history.revision_date	1	2006-09-26		
2GCV	2006-09-26	_pdbx_audit_revision_history.revision_date	1	2006-09-26		
2GDI	2006-07-04	_pdbx_audit_revision_history.revision_date	1	2006-07-04		
2GIO	2006-06-20	_pdbx_audit_revision_history.revision_date	1	2006-06-20		
2GIP	2006-06-20	_pdbx_audit_revision_history.revision_date	1	2006-06-20		
2GIS	2006-07-04	_pdbx_audit_revision_history.revision_date	1	2006-07-04		
2GM0	2006-04-25	_pdbx_audit_revision_history.revision_date	1	2006-04-25		
2GPM	2006-06-27	_pdbx_audit_revision_history.revision_date	1	2006-06-27		
2GQ4	2006-06-27	_pdbx_audit_revision_history.revision_date	1	2006-06-27		
2GQ5	2006-06-27	_pdbx_audit_revision_history.revision_date	1	2006-06-27		
2GQ6	2006-06-27	_pdbx_audit_revision_history.revision_date	1	2006-06-27		
2GQ7	2006-06-27	_pdbx_audit_revision_history.revision_date	1	2006-06-27		
2GRB	2006-11-21	_pdbx_audit_revision_history.revision_date	1	2006-11-21		
2GRW	2007-03-06	_pdbx_audit_revision_history.revision_date	1	2007-03-06		
2GV3	2006-08-08	_pdbx_audit_revision_history.revision_date	1	2006-08-08		
2GV4	2007-03-20	_pdbx_audit_revision_history.revision_date	1	2007-03-20		
2GVO	2007-05-08	_pdbx_audit_revision_history.revision_date	1	2007-05-08		
2H0W	2006-09-26	_pdbx_audit_revision_history.revision_date	1	2006-09-26		
2H0X	2006-09-26	_pdbx_audit_revision_history.revision_date	1	2006-09-26		
2H1M	2006-07-18	_pdbx_audit_revision_history.revision_date	1	2006-07-18		
2H49	2006-11-21	_pdbx_audit_revision_history.revision_date	1	2006-11-21		
2HEM	2006-09-12	_pdbx_audit_revision_history.revision_date	1	2006-09-12		
2HNS	2006-10-31	_pdbx_audit_revision_history.revision_date	1	2006-10-31		
2HO6	2006-09-26	_pdbx_audit_revision_history.revision_date	1	2006-09-26		
2HO7	2006-09-26	_pdbx_audit_revision_history.revision_date	1	2006-09-26		
2HOJ	2006-09-19	_pdbx_audit_revision_history.revision_date	1	2006-09-19		
2HOK	2006-09-19	_pdbx_audit_revision_history.revision_date	1	2006-09-19		
2HOL	2006-09-19	_pdbx_audit_revision_history.revision_date	1	2006-09-19		
2HOM	2006-09-19	_pdbx_audit_revision_history.revision_date	1	2006-09-19		
2HOO	2006-09-19	_pdbx_audit_revision_history.revision_date	1	2006-09-19		
2HOP	2006-09-19	_pdbx_audit_revision_history.revision_date	1	2006-09-19		
2HUA	2007-04-17	_pdbx_audit_revision_history.revision_date	1	2007-04-17		
2I7E	2007-04-03	_pdbx_audit_revision_history.revision_date	1	2007-04-03		
2I7Z	2007-04-03	_pdbx_audit_revision_history.revision_date	1	2007-04-03		
2IL9	2007-02-13	_pdbx_audit_revision_history.revision_date	1	2007-02-13		
2IRN	2007-02-20	_pdbx_audit_revision_history.revision_date	1	2007-02-20		
2IRO	2007-02-20	_pdbx_audit_revision_history.revision_date	1	2007-02-20		
2IXY	2006-09-06	_pdbx_audit_revision_history.revision_date	1	2006-09-06		
2IXZ	2006-09-06	_pdbx_audit_revision_history.revision_date	1	2006-09-06		
2JJA	2008-07-22	_pdbx_audit_revision_history.revision_date	1	2008-07-22		
2JLT	2009-08-18	_pdbx_audit_revision_history.revision_date	1	2009-08-18		
2JR4	2007-07-24	_pdbx_audit_revision_history.revision_date	1	2007-07-24		
2JRG	2007-07-24	_pdbx_audit_revision_history.revision_date	1	2007-07-24		
2JRQ	2007-07-24	_pdbx_audit_revision_history.revision_date	1	2007-07-24		
2JSE	2007-11-20	_pdbx_audit_revision_history.revision_date	1	2007-11-20		
2JSG	2007-08-07	_pdbx_audit_revision_history.revision_date	1	2007-08-07		
2JTP	2007-10-02	_pdbx_audit_revision_history.revision_date	1	2007-10-02		
2JUK	2007-11-20	_pdbx_audit_revision_history.revision_date	1	2007-11-20		
2JWV	2008-01-08	_pdbx_audit_revision_history.revision_date	1	2008-01-08		
2JXQ	2008-05-20	_pdbx_audit_revision_history.revision_date	1	2008-05-20		
2JXS	2008-05-20	_pdbx_audit_revision_history.revision_date	1	2008-05-20		
2JXV	2008-04-29	_pdbx_audit_revision_history.revision_date	1	2008-04-29		
2JYF	2008-10-07	_pdbx_audit_revision_history.revision_date	1	2008-10-07		
2JYH	2008-10-07	_pdbx_audit_revision_history.revision_date	1	2008-10-07		
2JYJ	2008-10-07	_pdbx_audit_revision_history.revision_date	1	2008-10-07		
2JYM	2008-04-29	_pdbx_audit_revision_history.revision_date	1	2008-04-29		
2K3Z	2008-11-04	_pdbx_audit_revision_history.revision_date	1	2008-11-04		
2K41	2008-11-04	_pdbx_audit_revision_history.revision_date	1	2008-11-04		
2K4C	2008-12-09	_pdbx_audit_revision_history.revision_date	1	2008-12-09		
2K5Z	2009-07-14	_pdbx_audit_revision_history.revision_date	1	2009-07-14		
2K65	2009-07-14	_pdbx_audit_revision_history.revision_date	1	2009-07-14		
2K66	2009-07-14	_pdbx_audit_revision_history.revision_date	1	2009-07-14		
2K7E	2008-10-07	_pdbx_audit_revision_history.revision_date	1	2008-10-07		
2K95	2008-11-25	_pdbx_audit_revision_history.revision_date	1	2008-11-25		
2K96	2008-11-25	_pdbx_audit_revision_history.revision_date	1	2008-11-25		
2KBP	2009-03-24	_pdbx_audit_revision_history.revision_date	1	2009-03-24		
2KD4	2009-04-07	_pdbx_audit_revision_history.revision_date	1	2009-04-07		
2KD8	2010-01-19	_pdbx_audit_revision_history.revision_date	1	2010-01-19		
2KE6	2010-01-26	_pdbx_audit_revision_history.revision_date	1	2010-01-26		
2KEZ	2009-07-21	_pdbx_audit_revision_history.revision_date	1	2009-07-21		
2KF0	2009-07-21	_pdbx_audit_revision_history.revision_date	1	2009-07-21		
2KGP	2009-06-02	_pdbx_audit_revision_history.revision_date	1	2009-06-02		
2KHY	2010-02-16	_pdbx_audit_revision_history.revision_date	1	2010-02-16		
2KOC	2009-12-01	_pdbx_audit_revision_history.revision_date	1	2009-12-01		
2KP3	2010-02-09	_pdbx_audit_revision_history.revision_date	1	2010-02-09		
2KPC	2010-06-30	_pdbx_audit_revision_history.revision_date	1	2010-06-30		
2KPD	2010-06-30	_pdbx_audit_revision_history.revision_date	1	2010-06-30		
2KPV	2010-08-04	_pdbx_audit_revision_history.revision_date	1	2010-08-04		
2KRL	2011-02-09	_pdbx_audit_revision_history.revision_date	1	2011-02-09		
2KRP	2010-12-01	_pdbx_audit_revision_history.revision_date	1	2010-12-01		
2KRQ	2010-12-01	_pdbx_audit_revision_history.revision_date	1	2010-12-01		
2KRV	2010-12-01	_pdbx_audit_revision_history.revision_date	1	2010-12-01		
2KRW	2010-12-01	_pdbx_audit_revision_history.revision_date	1	2010-12-01		
2KRY	2010-08-18	_pdbx_audit_revision_history.revision_date	1	2010-08-18		
2KRZ	2010-08-18	_pdbx_audit_revision_history.revision_date	1	2010-08-18		
2KTZ	2010-04-28	_pdbx_audit_revision_history.revision_date	1	2010-04-28		
2KU0	2010-04-28	_pdbx_audit_revision_history.revision_date	1	2010-04-28		
2KUR	2010-05-19	_pdbx_audit_revision_history.revision_date	1	2010-05-19		
2KUU	2010-05-19	_pdbx_audit_revision_history.revision_date	1	2010-05-19		
2KUV	2010-05-19	_pdbx_audit_revision_history.revision_date	1	2010-05-19		
2KUW	2010-05-19	_pdbx_audit_revision_history.revision_date	1	2010-05-19		
2KVN	2010-07-07	_pdbx_audit_revision_history.revision_date	1	2010-07-07		
2KWG	2010-07-21	_pdbx_audit_revision_history.revision_date	1	2010-07-21		
2KX8	2010-09-08	_pdbx_audit_revision_history.revision_date	1	2010-09-08		
2KXM	2011-04-20	_pdbx_audit_revision_history.revision_date	1	2011-04-20		
2KXZ	2010-06-02	_pdbx_audit_revision_history.revision_date	1	2010-06-02		
2KY0	2010-06-02	_pdbx_audit_revision_history.revision_date	1	2010-06-02		
2KY1	2010-06-02	_pdbx_audit_revision_history.revision_date	1	2010-06-02		
2KY2	2010-06-02	_pdbx_audit_revision_history.revision_date	1	2010-06-02		
2KYD	2010-07-07	_pdbx_audit_revision_history.revision_date	1	2010-07-07		
2KYE	2010-06-30	_pdbx_audit_revision_history.revision_date	1	2010-06-30		
2KZL	2011-02-23	_pdbx_audit_revision_history.revision_date	1	2011-02-23		
2L1F	2010-10-27	_pdbx_audit_revision_history.revision_date	1	2010-10-27		
2L1V	2010-09-01	_pdbx_audit_revision_history.revision_date	1	2010-09-01		
2L2J	2010-10-27	_pdbx_audit_revision_history.revision_date	1	2010-10-27		
2L3E	2010-11-17	_pdbx_audit_revision_history.revision_date	1	2010-11-17		
2L5Z	2011-02-16	_pdbx_audit_revision_history.revision_date	1	2011-02-16		
2L6I	2011-03-23	_pdbx_audit_revision_history.revision_date	1	2011-03-23		
2L8C	2011-02-23	_pdbx_audit_revision_history.revision_date	1	2011-02-23		
2L8F	2011-08-31	_pdbx_audit_revision_history.revision_date	1	2011-08-31		
2L8H	2011-03-23	_pdbx_audit_revision_history.revision_date	1	2011-03-23		
2L8U	2011-02-23	_pdbx_audit_revision_history.revision_date	1	2011-02-23		
2L8W	2011-02-23	_pdbx_audit_revision_history.revision_date	1	2011-02-23		
2L94	2011-06-15	_pdbx_audit_revision_history.revision_date	1	2011-06-15		
2L9E	2011-03-02	_pdbx_audit_revision_history.revision_date	1	2011-03-02		
2LA9	2011-08-03	_pdbx_audit_revision_history.revision_date	1	2011-08-03		
2LAC	2011-08-03	_pdbx_audit_revision_history.revision_date	1	2011-08-03		
2LBJ	2012-04-04	_pdbx_audit_revision_history.revision_date	1	2012-04-04		
2LBK	2012-04-04	_pdbx_audit_revision_history.revision_date	1	2012-04-04		
2LBL	2012-04-04	_pdbx_audit_revision_history.revision_date	1	2012-04-04		
2LBQ	2011-08-03	_pdbx_audit_revision_history.revision_date	1	2011-08-03		
2LBR	2011-08-03	_pdbx_audit_revision_history.revision_date	1	2011-08-03		
2LC8	2011-11-23	_pdbx_audit_revision_history.revision_date	1	2011-11-23		
2LDL	2011-12-28	_pdbx_audit_revision_history.revision_date	1	2011-12-28		
2LDT	2011-09-07	_pdbx_audit_revision_history.revision_date	1	2011-09-07		
2LDZ	1999-02-23	_pdbx_audit_revision_history.revision_date	1	1999-02-23		
2LHP	2012-07-25	_pdbx_audit_revision_history.revision_date	1	2012-07-25		
2LI4	2012-08-22	_pdbx_audit_revision_history.revision_date	1	2012-08-22		
2LJJ	2012-09-19	_pdbx_audit_revision_history.revision_date	1	2012-09-19		
2LK3	2012-02-22	_pdbx_audit_revision_history.revision_date	1	2012-02-22		
2LKR	2012-02-22	_pdbx_audit_revision_history.revision_date	1	2012-02-22		
2LP9	2012-05-16	_pdbx_audit_revision_history.revision_date	1	2012-05-16		
2LPA	2012-05-16	_pdbx_audit_revision_history.revision_date	1	2012-05-16		
2LPS	2012-08-08	_pdbx_audit_revision_history.revision_date	1	2012-08-08		
2LPT	2012-08-08	_pdbx_audit_revision_history.revision_date	1	2012-08-08		
2LQZ	2012-08-01	_pdbx_audit_revision_history.revision_date	1	2012-08-01		
2LU0	2013-04-10	_pdbx_audit_revision_history.revision_date	1	2013-04-10		
2LUB	2012-07-25	_pdbx_audit_revision_history.revision_date	1	2012-07-25		
2LUN	2013-12-18	_pdbx_audit_revision_history.revision_date	1	2013-12-18		
2LV0	2013-06-26	_pdbx_audit_revision_history.revision_date	1	2013-06-26		
2LVY	2013-04-10	_pdbx_audit_revision_history.revision_date	1	2013-04-10		
2LWK	2012-08-29	_pdbx_audit_revision_history.revision_date	1	2012-08-29		
2LX1	2012-11-21	_pdbx_audit_revision_history.revision_date	1	2012-11-21		
2M12	2013-10-23	_pdbx_audit_revision_history.revision_date	1	2013-10-23		
2M18	2013-04-17	_pdbx_audit_revision_history.revision_date	1	2013-04-17		
2M1O	2013-02-13	_pdbx_audit_revision_history.revision_date	1	2013-02-13		
2M21	2013-03-20	_pdbx_audit_revision_history.revision_date	1	2013-03-20		
2M22	2013-03-20	_pdbx_audit_revision_history.revision_date	1	2013-03-20		
2M23	2013-12-18	_pdbx_audit_revision_history.revision_date	1	2013-12-18		
2M24	2013-12-18	_pdbx_audit_revision_history.revision_date	1	2013-12-18		
2M39	2013-11-27	_pdbx_audit_revision_history.revision_date	1	2013-11-27		
2M4Q	2013-03-20	_pdbx_audit_revision_history.revision_date	1	2013-03-20		
2M4W	2014-03-05	_pdbx_audit_revision_history.revision_date	1	2014-03-05		
2M57	2014-02-26	_pdbx_audit_revision_history.revision_date	1	2014-02-26		
2M58	2013-04-03	_pdbx_audit_revision_history.revision_date	1	2013-04-03		
2M5U	2014-04-02	_pdbx_audit_revision_history.revision_date	1	2014-04-02		
2M8K	2013-06-19	_pdbx_audit_revision_history.revision_date	1	2013-06-19		
2MEQ	2014-01-01	_pdbx_audit_revision_history.revision_date	1	2014-01-01		
2MER	2014-01-01	_pdbx_audit_revision_history.revision_date	1	2014-01-01		
2MFD	2014-10-15	_pdbx_audit_revision_history.revision_date	1	2014-10-15		
2MHI	2013-12-25	_pdbx_audit_revision_history.revision_date	1	2013-12-25		
2MI0	2014-01-15	_pdbx_audit_revision_history.revision_date	1	2014-01-15		
2MIS	2014-01-22	_pdbx_audit_revision_history.revision_date	1	2014-01-22		
2MIY	2014-01-29	_pdbx_audit_revision_history.revision_date	1	2014-01-29		
2MN0	2015-04-15	_pdbx_audit_revision_history.revision_date	1	2015-04-15		
2MNC	2014-10-01	_pdbx_audit_revision_history.revision_date	1	2014-10-01		
2MQT	2014-09-10	_pdbx_audit_revision_history.revision_date	1	2014-09-10		
2MS5	2015-01-28	_pdbx_audit_revision_history.revision_date	1	2015-01-28		
2MTJ	2014-10-22	_pdbx_audit_revision_history.revision_date	1	2014-10-22		
2MTK	2014-10-22	_pdbx_audit_revision_history.revision_date	1	2014-10-22		
2MVS	2015-09-16	_pdbx_audit_revision_history.revision_date	1	2015-09-16		
2MVY	2015-09-30	_pdbx_audit_revision_history.revision_date	1	2015-09-30		
2MXJ	2015-05-06	_pdbx_audit_revision_history.revision_date	1	2015-05-06		
2MXK	2015-05-06	_pdbx_audit_revision_history.revision_date	1	2015-05-06		
2MXL	2015-05-06	_pdbx_audit_revision_history.revision_date	1	2015-05-06		
2MXS	2015-12-09	_pdbx_audit_revision_history.revision_date	1	2015-12-09		
2N0J	2016-02-03	_pdbx_audit_revision_history.revision_date	1	2016-02-03		
2N0R	2015-05-20	_pdbx_audit_revision_history.revision_date	1	2015-05-20		
2N1Q	2015-05-27	_pdbx_audit_revision_history.revision_date	1	2015-05-27		
2N2O	2015-08-05	_pdbx_audit_revision_history.revision_date	1	2015-08-05		
2N2P	2015-08-05	_pdbx_audit_revision_history.revision_date	1	2015-08-05		
2N3Q	2015-07-15	_pdbx_audit_revision_history.revision_date	1	2015-07-15		
2N3R	2015-07-15	_pdbx_audit_revision_history.revision_date	1	2015-07-15		
2N4J	2015-07-29	_pdbx_audit_revision_history.revision_date	1	2015-07-29		
2N4L	2015-12-02	_pdbx_audit_revision_history.revision_date	1	2015-12-02		
2N6S	2016-08-03	_pdbx_audit_revision_history.revision_date	1	2016-08-03		
2N6T	2016-08-03	_pdbx_audit_revision_history.revision_date	1	2016-08-03		
2N6W	2016-08-03	_pdbx_audit_revision_history.revision_date	1	2016-08-03		
2N6X	2016-08-03	_pdbx_audit_revision_history.revision_date	1	2016-08-03		
2N7M	2015-12-30	_pdbx_audit_revision_history.revision_date	1	2015-12-30		
2N7X	2016-04-13	_pdbx_audit_revision_history.revision_date	1	2016-04-13		
2N8V	2015-11-11	_pdbx_audit_revision_history.revision_date	1	2015-11-11		
2NBX	2016-08-10	_pdbx_audit_revision_history.revision_date	1	2016-08-10		
2NBY	2016-08-10	_pdbx_audit_revision_history.revision_date	1	2016-08-10		
2NBZ	2016-08-10	_pdbx_audit_revision_history.revision_date	1	2016-08-10		
2NC0	2016-08-10	_pdbx_audit_revision_history.revision_date	1	2016-08-10		
2NC1	2016-08-10	_pdbx_audit_revision_history.revision_date	1	2016-08-10		
2NCI	2016-09-28	_pdbx_audit_revision_history.revision_date	1	2016-09-28		
2NCQ	2017-04-19	_pdbx_audit_revision_history.revision_date	1	2017-04-19		
