PDB_ID	CIF_PATH	FILE_SIZE_BYTES	SHA256	EXCLUDED
2MEQ	/storage9920/home/tinghao.xia/pdb_data/2meq.cif	564925	e8c1d993081a7b512459aee09708494d558aa7a614b7a150fa556a09f9195185	False
2MER	/storage9920/home/tinghao.xia/pdb_data/2mer.cif	606731	08880844d77832f97411aa59356d304d742dd94bbb8a1d2af9f32f1b62055606	False
2MFD	/storage9920/home/tinghao.xia/pdb_data/2mfd.cif	1099180	b119b443230d590bfd0791193778d4e0ba6b19fc9e858dc2783459584b7c6e4a	False
2MHI	/storage9920/home/tinghao.xia/pdb_data/2mhi.cif	3065617	ed197cd1a9fdba25516c39631177e94807342af4c99e38c7deb592b31a0f6331	False
2MI0	/storage9920/home/tinghao.xia/pdb_data/2mi0.cif	2630306	cbe9f89cd41697f2600bf34ded9759ee83e88afbe6e859b0b91114c124a3f1f0	False
2MIS	/storage9920/home/tinghao.xia/pdb_data/2mis.cif	1829333	b568cf2d2dd0a100319dd0b1d9794e923325e02b59789a51c21fced4e58eb8e2	False
2MIY	/storage9920/home/tinghao.xia/pdb_data/2miy.cif	3373069	476b7992c012ca8723d93940f25d51af93ae81fabded49215eb5ec354e6623e9	False
2MN0	/storage9920/home/tinghao.xia/pdb_data/2mn0.cif	471656	22a7f674f25e97c63fc1aa3640a54418da02853d02b85c45d65ec2b2da43b5a0	False
2MNC	/storage9920/home/tinghao.xia/pdb_data/2mnc.cif	650584	fee76deb5ac9abb05858c6dd5466d55b3b48f85f95003f649ccbd2cdb31f7279	False
2MQT	/storage9920/home/tinghao.xia/pdb_data/2mqt.cif	2012582	d60a22ee427d5de803d33f179698c2f981f1e6c02a941d40b97286086a8f2b55	False
2MS5	/storage9920/home/tinghao.xia/pdb_data/2ms5.cif	90894	7e962ee085de98865716e7e51ebc0b18d69cfc79fde12c6105a7ee89d668190f	False
2MTJ	/storage9920/home/tinghao.xia/pdb_data/2mtj.cif	2797816	125aef1c42bee4cfb5a41aaaba3e799ab62f013f635e7002b236022cc004867a	False
2MTK	/storage9920/home/tinghao.xia/pdb_data/2mtk.cif	3154795	38f03caee7a66283360fa74ba14cc8485521f58e8bc96f8e85a674fea72fa3e3	False
2MVS	/storage9920/home/tinghao.xia/pdb_data/2mvs.cif	97273	75bf79d76c1caf8087eb844f6f73f536b856ee297727d56990c626389685ce3a	False
2MVY	/storage9920/home/tinghao.xia/pdb_data/2mvy.cif	88852	0fe4169b1b0d68b71229c01ce76a384ed0dd840fe1330cc09ace5d5d64832b5c	False
2MXJ	/storage9920/home/tinghao.xia/pdb_data/2mxj.cif	666982	f74d93befeb6c8251b8c537f042771534b8dec3f72cb9b0e946ff90a719de12d	False
2MXK	/storage9920/home/tinghao.xia/pdb_data/2mxk.cif	1116605	cac5617ef9e99ae4c75482227e281fd1df1a57b9dd055b35697a9487766175a6	False
2MXL	/storage9920/home/tinghao.xia/pdb_data/2mxl.cif	2310070	23ebc1fb07e5007e7e6628717b3691c40b64da4e5da24d626846f92d56c760f4	False
2MXS	/storage9920/home/tinghao.xia/pdb_data/2mxs.cif	1843778	13e053b7e59cbafde0891b59f9af66e505f8e0c8ca3ed98f2de8b36258dc9d21	False
2N0J	/storage9920/home/tinghao.xia/pdb_data/2n0j.cif	1820752	0104e94a1daabeb370c61af4a04a2e3e3eb5ecdd09e13bc1e45fc6e353f29b40	False
2N0R	/storage9920/home/tinghao.xia/pdb_data/2n0r.cif	682582	63aeae0d5d70949990f63b02b29c6cd7f27e0ac0996a650c0782e6ef156cacc2	False
2N1Q	/storage9920/home/tinghao.xia/pdb_data/2n1q.cif	9335613	e685c2dfcdb3b05b3b1ce6b4eb2519064a1ccc60e7e8ee1bac680ab09dea8b33	False
2N2O	/storage9920/home/tinghao.xia/pdb_data/2n2o.cif	675141	769fe16118f11c2bfd97d405bccb99934e14e33691a0d568c629e1b74afe060f	False
2N2P	/storage9920/home/tinghao.xia/pdb_data/2n2p.cif	675290	ce84cac62530bfa497aa23d1966d4c7c6e9bbe5e7a8c5d56c125a7817cb5a0e2	False
2N3Q	/storage9920/home/tinghao.xia/pdb_data/2n3q.cif	3702694	533f92bf97255a596a871a884e817d38ba8ae004f63e0cf03d1a0df2d3ab0aeb	False
2N3R	/storage9920/home/tinghao.xia/pdb_data/2n3r.cif	4181063	d582dad96c59ce5a5d22808978b414df2c0a05d4f49a6f858a6a34cc7b7906ad	False
2N4J	/storage9920/home/tinghao.xia/pdb_data/2n4j.cif	958831	99e81a49dcf40f02f2e27a0fdaae23a89261740497ea1b64bdd94a17484fe9eb	False
2N4L	/storage9920/home/tinghao.xia/pdb_data/2n4l.cif	1577445	e4979274321b20c0543db68c55cf2672f550178e9e802c2105323fc28d76eb62	False
2N6S	/storage9920/home/tinghao.xia/pdb_data/2n6s.cif	1034935	55b9e48ffeea5f28cc3841b31ba6c30bbb393a850d684b4f40659ac2362ff37d	False
2N6T	/storage9920/home/tinghao.xia/pdb_data/2n6t.cif	1194959	978533c09d0b85c43189a1781b0f7a912f1beec065ffc8caadd7f14183a8699b	False
2N6W	/storage9920/home/tinghao.xia/pdb_data/2n6w.cif	1921075	1dd1ca1120527a59b4add034f5487d9455959c4f22fc10da00838433136c15f4	False
2N6X	/storage9920/home/tinghao.xia/pdb_data/2n6x.cif	1230627	2c6b78fce6f9e8b7c61ae2bb3bc2568ded5555e006c36812e072bd59b9c4eccb	False
2N7M	/storage9920/home/tinghao.xia/pdb_data/2n7m.cif	2555567	4a2ea53a11a1b25ef61fd3b5488292e5c53fbe2d35264cae49daf4ea95fe8f26	False
2N7X	/storage9920/home/tinghao.xia/pdb_data/2n7x.cif	1333562	f2f2d46f9723b5ad6589260cb3dcbd378b07cf79ef32ff7737d40bb890f5b970	False
2N8V	/storage9920/home/tinghao.xia/pdb_data/2n8v.cif	1937763	57375652186915bded43a73d3e69560ba5f4743943b66abd13c04ae1b2457322	False
2NBX	/storage9920/home/tinghao.xia/pdb_data/2nbx.cif	3207663	afb2aa81325aed4356672cf3c5176a8a9050317ca32726f15b273cefd86e9d1c	False
2NBY	/storage9920/home/tinghao.xia/pdb_data/2nby.cif	1117945	5d751232b2e3d0e9a62cd3ddd2d10c93a65464bf20ada01952c0ca7e58c9de15	False
2NBZ	/storage9920/home/tinghao.xia/pdb_data/2nbz.cif	1141361	d126cbff14b185f493af6162865118ab2acc92c9e9f78611d39452674a1e698b	False
2NC0	/storage9920/home/tinghao.xia/pdb_data/2nc0.cif	811912	19eb4fdae6630ce4a5e48b877ddc0d45c9bf8a88d06379eb936fe701d6084942	False
2NC1	/storage9920/home/tinghao.xia/pdb_data/2nc1.cif	1942187	b1700a38d93d509f47f77417e0f549e0e8af870208acc3b88b8ff47568d1bb5f	False
2NCI	/storage9920/home/tinghao.xia/pdb_data/2nci.cif	784807	0ae558412d7c176ba5907e847ece9e132a8519f0cd7ef13b8dbc402e2f038019	False
2NCQ	/storage9920/home/tinghao.xia/pdb_data/2ncq.cif	91825	2ad28ca5125c4b147623ce9515e639aa7fcbbc0743cdbbd789b04f271416ea55	False
2NCR	/storage9920/home/tinghao.xia/pdb_data/2ncr.cif	91288	b6410b38d0bb6974c0537e578da0ba4796e2d9944b54a582adadbd8c11f22b95	False
2NOK	/storage9920/home/tinghao.xia/pdb_data/2nok.cif	255586	dd5658644a34cd12802d4ca8fe6f3e52c9b2a361a814b9b7dd537dec13048552	False
2NPY	/storage9920/home/tinghao.xia/pdb_data/2npy.cif	177717	aa1ad5dbd608e23271ef7baaf78f9b507777fe1e7fc2d370110e2d3e27f74ad1	False
2NPZ	/storage9920/home/tinghao.xia/pdb_data/2npz.cif	177439	948fc6196c86ccc1dc31e050e9a109b5af64c0c93572720c0c64981e8f164060	False
2O32	/storage9920/home/tinghao.xia/pdb_data/2o32.cif	1241625	d30b7efbad8b533fe869d19e1aad32339c1b6e9292ea4048746ab2da7434941c	False
2O33	/storage9920/home/tinghao.xia/pdb_data/2o33.cif	1127554	3cfb7ed7e3d824d30af8f25c1edfcfa9d90b8a71dda19baf6b838df54ba0aa12	False
2O3V	/storage9920/home/tinghao.xia/pdb_data/2o3v.cif	146688	6c1055e895e79cf70acd669d1e6638315785e8886d2da3ac129f959500bec6b6	False
2O3W	/storage9920/home/tinghao.xia/pdb_data/2o3w.cif	139026	b1e3bf8ca9bbd14b00c25a292925dfa9d86681b17e673cad98b9689087a5777f	False
2O3X	/storage9920/home/tinghao.xia/pdb_data/2o3x.cif	136383	44d2c091cbe2b64cf90b515cc60083490337f8102e52f7639a3a57d9c81e7188	False
2O3Y	/storage9920/home/tinghao.xia/pdb_data/2o3y.cif	143347	6b0603d23b5de1650269dee717e4e5c93e993cc80bc4c5727c945bd08db72684	False
2O43	/storage9920/home/tinghao.xia/pdb_data/2o43.cif	6525659	39888539dd85f11dabed685bdc4af147af2956494a6f5cb9e6d07c4aca2d1cbd	False
2O44	/storage9920/home/tinghao.xia/pdb_data/2o44.cif	6459755	2de6992a874ed336bc0272bad60d079c4c1534c9717656eaabebc8a3382d257c	False
2O45	/storage9920/home/tinghao.xia/pdb_data/2o45.cif	6513671	115609e85bd7dadaad5742a85b08939fe7caf61902d247e1dd51bb95ef6ad724	False
2O81	/storage9920/home/tinghao.xia/pdb_data/2o81.cif	974056	c550ccc56aeae98973f9ebba0dcc29e398aec9224b36a5038fd196babb2c072a	False
2O83	/storage9920/home/tinghao.xia/pdb_data/2o83.cif	972284	b1cfc82871808d1b96ad0278892b88d2f441ae42762b582fd766eef5b1d0698e	False
2OE5	/storage9920/home/tinghao.xia/pdb_data/2oe5.cif	157486	e684d9328db643e8c53bb3fe7538901e1053d84a4957792db302c929b1c8c307	False
2OE6	/storage9920/home/tinghao.xia/pdb_data/2oe6.cif	122775	1e02bd52d4a9b094893a1e4991c4badddebe9e239e5df6177874f18fa87a065d	False
2OE8	/storage9920/home/tinghao.xia/pdb_data/2oe8.cif	142188	949ce89488323bf7206e9c4dd71f0945dee7ef4ccb8566378b7ff0aee6257cd9	False
2OEU	/storage9920/home/tinghao.xia/pdb_data/2oeu.cif	237675	0c00ec761019f790053671df32a6e95c7b2410ce3586c2d3f21f911359b72b18	False
2OIJ	/storage9920/home/tinghao.xia/pdb_data/2oij.cif	146758	22f80e0892c8d46c800f3644fe25dd8cefb1d85dc19c62077135bae019329f5f	False
2OIU	/storage9920/home/tinghao.xia/pdb_data/2oiu.cif	381491	aa73b4f0ed1334878fc1358f684c61f8fd373ac95cbf8f5a90fe283391debf2a	False
2OIY	/storage9920/home/tinghao.xia/pdb_data/2oiy.cif	181576	22bd2fba12eba0dcd17f72b5de47f49748f21e6c25eb59d7b5f282917ee61c6d	False
2OJ0	/storage9920/home/tinghao.xia/pdb_data/2oj0.cif	172421	72385d444aca0fd024decd10e21dc980cd3eecdd6b45484ce9e07125d64abfce	False
2OJ7	/storage9920/home/tinghao.xia/pdb_data/2oj7.cif	253817	76a28fe35a725229ac3a6ec4cd0d091acd131d2e1b24de6a4b3bcaac493cf814	False
2OJ8	/storage9920/home/tinghao.xia/pdb_data/2oj8.cif	259729	27888610de95b46c536c50021837ebfde3e0f60557c49bdfb01fc817d12d2161	False
2OOM	/storage9920/home/tinghao.xia/pdb_data/2oom.cif	1202204	caf61bd23ee2ce23b63dcf46e44fe24b3ddfa63b6fa86a0f9c389d60f229677d	False
2OUE	/storage9920/home/tinghao.xia/pdb_data/2oue.cif	198387	152747868237e2813b2b44bf3d11203b96a0dd82849c43aab59c497cd1b8343d	False
2P7F	/storage9920/home/tinghao.xia/pdb_data/2p7f.cif	188919	258292679fa33c38d6764ff985b123ced77c55748d1df01c8fc3c2d4523f0641	False
2P89	/storage9920/home/tinghao.xia/pdb_data/2p89.cif	2761717	2a4dee52151471f58ef366d2f0cb096df66f527c54d0d49cf6bcb16c63f26f1a	False
2PCV	/storage9920/home/tinghao.xia/pdb_data/2pcv.cif	1025346	f6b9480e8f04706d32cf7498cae0a04ed494689a3e0773242f92ce643d9e6dce	False
2PCW	/storage9920/home/tinghao.xia/pdb_data/2pcw.cif	2400704	d58d3d7f059ad81278f4ea9b62c57a474aced3017a5e969666a2a28e30eb95f8	False
2PN3	/storage9920/home/tinghao.xia/pdb_data/2pn3.cif	137816	3a9d790f4239758d4161765adf656fa70904306826554103b31e82eebc92883e	False
2PN4	/storage9920/home/tinghao.xia/pdb_data/2pn4.cif	264792	dda7d63cae2a50fa5b6dcb066d74e0296e2baba0f239023c57d4760e8d1d08ba	False
2PN9	/storage9920/home/tinghao.xia/pdb_data/2pn9.cif	1004771	2124d39028902a99d8a24a1fa3219d9caa48819560894d31b2c10b1992b54bba	False
2PWT	/storage9920/home/tinghao.xia/pdb_data/2pwt.cif	182889	1814fde29694daa21e101fb25d0bcd00ff4233c67186e631fbefcf10236ad0eb	False
2Q1O	/storage9920/home/tinghao.xia/pdb_data/2q1o.cif	309616	b6825ba8f03524fcc83385bccc25e1592aaffeba6fc109f20527b4e90b5a3454	False
2Q1R	/storage9920/home/tinghao.xia/pdb_data/2q1r.cif	117332	e7ffebab6e61dbcb48ab9558ddbc0b87416cfbd510263c205901d1cf641a6253	False
2QBZ	/storage9920/home/tinghao.xia/pdb_data/2qbz.cif	442250	77cfd456b8193510d0ac46d1fb558c73dffcc9d1e7fc2a324969be744952fc91	False
2QEK	/storage9920/home/tinghao.xia/pdb_data/2qek.cif	158828	266a9340e66b6aefc131601ea60ab746449b53fe8c2c31fd93c7b7c181bdc443	False
2QH2	/storage9920/home/tinghao.xia/pdb_data/2qh2.cif	1413993	9ba4a075ebe0c4d2b0852f2efa079dc4960e582efd340c5e460de159b13875ff	False
2QH3	/storage9920/home/tinghao.xia/pdb_data/2qh3.cif	1342980	e94bd10da5739a30187f2bdaf53ea8da7ac46eb1d95144381c707d6ee587f260	False
2QH4	/storage9920/home/tinghao.xia/pdb_data/2qh4.cif	1068277	904f7d7abb9774233aa250e97d58e8d28731fa9dac0910fd2d2ffa7764fcebf7	False
2QUS	/storage9920/home/tinghao.xia/pdb_data/2qus.cif	384461	7d5d8d9d1675f57fefe6c74a4f8c692c3426f2f1708f3fd2d585c72594e028f6	False
2QUW	/storage9920/home/tinghao.xia/pdb_data/2quw.cif	378288	c572d8fd77cd9a6318e72b624e6af2d24960960fd1d593d39de715b91f8691ea	False
2QWY	/storage9920/home/tinghao.xia/pdb_data/2qwy.cif	437391	3f324b53adcafe55bfd1bed0e6b7fbeaca30a526866bf0598a2ce79eabaa5e2b	False
2R1S	/storage9920/home/tinghao.xia/pdb_data/2r1s.cif	140572	c97b4e8b953c55af6e63b9077b321d4f1b584c42eac33b882a89d858abffa3c3	False
2R20	/storage9920/home/tinghao.xia/pdb_data/2r20.cif	138586	84b386ea65e936fc3c1683334e50aca637659b0a86e88ac5dbea66abe543227d	False
2R21	/storage9920/home/tinghao.xia/pdb_data/2r21.cif	132139	28771383b72e2f6b7b435ccad67905fd17ed3a43bc337d7be9e963dd2d678135	False
2R22	/storage9920/home/tinghao.xia/pdb_data/2r22.cif	124155	7165495b751428a71d0b7a848c3e11bf9c354fff74b70a6dd208d04fd699d673	False
2RLU	/storage9920/home/tinghao.xia/pdb_data/2rlu.cif	553631	a166e5539aa7283d9cd26d0f0c4a10c479cd2d7b49c23a96428efbc2b388a1b9	False
2RN1	/storage9920/home/tinghao.xia/pdb_data/2rn1.cif	1594554	4473460597843f87dfdc19b8c4f163922be6a27d1530a75b2470bc2b9b2d22e8	False
2RO2	/storage9920/home/tinghao.xia/pdb_data/2ro2.cif	100305	e87b407603a6465ff11e31372dc8e202d7e0f827ba2c4fc2caa8d4b85fd7e1f6	False
2RP0	/storage9920/home/tinghao.xia/pdb_data/2rp0.cif	2327080	6ebc7daf948aa20379d079dbbc2a2875f6b971463bda44aa128c7aec5b86dc96	False
2RP1	/storage9920/home/tinghao.xia/pdb_data/2rp1.cif	123693	ad79e6bedeeb820c571d965d8a48bb1ec2f3acece2c9e095918669caa22f2260	False
2RPK	/storage9920/home/tinghao.xia/pdb_data/2rpk.cif	90396	233d2d9176287570c72bc1116dee9f83e554defd483e16cd156524f2817804b0	False
2RPT	/storage9920/home/tinghao.xia/pdb_data/2rpt.cif	586689	370bc08f13d2a136805a06845566700747a373049bf7f1ba9e579d250e347890	False
2RQJ	/storage9920/home/tinghao.xia/pdb_data/2rqj.cif	649310	9dc6ae28a429b507f183fc9326eb760ed362d93de9287c82517746f2083eefae	False
2RRC	/storage9920/home/tinghao.xia/pdb_data/2rrc.cif	760063	1187f6feac3846785f1de335cf8bb7ca05d9880eb74c182cf52938c138fdf4d9	False
2RVO	/storage9920/home/tinghao.xia/pdb_data/2rvo.cif	1084358	80f4736a4ff0f5a9017c6ccea9e6c43ba21d9656a305dfd5ae0a3e148ddb0ffd	False
2TOB	/storage9920/home/tinghao.xia/pdb_data/2tob.cif	905739	20ca4d632de04d26605329d6ddd0d33725c6e9bb67207924ffa469415b915fd2	False
2TPK	/storage9920/home/tinghao.xia/pdb_data/2tpk.cif	138089	a32ea5c7bac00278dcab53144efc27136cb1e21b6b1e469e1acf8ac388d9342c	False
2TRA	/storage9920/home/tinghao.xia/pdb_data/2tra.cif	266250	3edb7dd0726d5faade424eded517a62a376975b49eafee42546e35f7fb19363e	False
2U2A	/storage9920/home/tinghao.xia/pdb_data/2u2a.cif	88431	ae80b39b182899c0f0a94afc17a467f1a445ee1d4e154b0dbe1dd1bfa6a2f60e	False
2V6W	/storage9920/home/tinghao.xia/pdb_data/2v6w.cif	73071	00fd99456a0fefdb8e2f414f95e4f0c35208213a137ad3305247f3d19c418803	False
2V7R	/storage9920/home/tinghao.xia/pdb_data/2v7r.cif	113816	9fd19971cff9b76b54368c0d49ddeca3436e83671db395b48bef3d64d288dc78	False
2VAL	/storage9920/home/tinghao.xia/pdb_data/2val.cif	130974	9d19c4d5a78f0ed8c5eb9223110d121dc9fb70bdd88c4f2594c192ac5ef7a6e3	False
2VUQ	/storage9920/home/tinghao.xia/pdb_data/2vuq.cif	75858	fa998f8b650f9066831ed5b862f437313f3620fc9d52d94337f37e5977f3a4fc	False
2W89	/storage9920/home/tinghao.xia/pdb_data/2w89.cif	121400	e4683dbc5316e795bb1919f524bae81eb39bc172a9128b5bec48baae7ec75e50	False
2WNA	/storage9920/home/tinghao.xia/pdb_data/2wna.cif	99598	0f15204899d88dbc990ab7b924fce5d5f467db603980df9ef08918f49950e1db	False
2X2Q	/storage9920/home/tinghao.xia/pdb_data/2x2q.cif	130770	a2071a5a1a86f37d1de1efa4de6a21133116c14ab8c9945d2fb4eb09c528c47f	False
2XC6	/storage9920/home/tinghao.xia/pdb_data/2xc6.cif	60954	89dcbac0f4673bffcd06a002cbc2a1bcea626c88faf7dbf08812fad202e0d379	False
2XEB	/storage9920/home/tinghao.xia/pdb_data/2xeb.cif	973278	b6a4bea7d1a87974ed33ef7485e06afb89a8997b1cef722e17f950fa505e5988	False
2XNW	/storage9920/home/tinghao.xia/pdb_data/2xnw.cif	245856	cdbed0a80abaf0cbd6e9464a73e2d0902a35b0469cd3011de351a10ed83ffa21	False
2XNZ	/storage9920/home/tinghao.xia/pdb_data/2xnz.cif	238589	7041308f329a368407f53711ea78aa69f9203ec6a90a4cc6c568b9cdc2f75e6b	False
2XO0	/storage9920/home/tinghao.xia/pdb_data/2xo0.cif	230440	9dc79453acfc7df594d167f4545126c6765df11f43e2950ffcf5f898ccd538e8	False
2XO1	/storage9920/home/tinghao.xia/pdb_data/2xo1.cif	238491	8148bd9893f414b18de0d55e32bb8a7947b389de36a3b4ad0d0f70cdc0c1087a	False
2XSL	/storage9920/home/tinghao.xia/pdb_data/2xsl.cif	121470	d5c8bb3d2759f71fcbd11175ff34121fee3c9495aaf16a5b06e91526289a3e33	False
2Y95	/storage9920/home/tinghao.xia/pdb_data/2y95.cif	425449	44fea99a980b2f9aaa764fb7a38ba9ac97f1cb4db71964547df2055f093e8701	False
2YDH	/storage9920/home/tinghao.xia/pdb_data/2ydh.cif	275761	252f92d9c42642094169e6489e37cfdef340e3f254a2d4206167e06d317cf5ab	False
2YGH	/storage9920/home/tinghao.xia/pdb_data/2ygh.cif	279343	38aaf17a126dd9f5708ddf6b96ceab1bf936d2cf9442085e7b6f1584c4f8a370	False
2YIE	/storage9920/home/tinghao.xia/pdb_data/2yie.cif	550762	3ed7783f5201c306763b9de4594b9093ed148cb13b51b0a979122640a46e3723	False
2YIF	/storage9920/home/tinghao.xia/pdb_data/2yif.cif	534382	990c1df852c070abac54c247abb903fdd95e5b7e88826f8c9e617888bab4de5c	False
2Z9Q	/storage9920/home/tinghao.xia/pdb_data/2z9q.cif	68554	11dd808070253b7b754b0c329014079f15f1170fd2f3e35c2dd9277db5cd1821	False
2ZY6	/storage9920/home/tinghao.xia/pdb_data/2zy6.cif	162610	e2333ee523a9203d685bd632ae0d660d31496df16d70902b4a0177c0e8564aea	False
300D	/storage9920/home/tinghao.xia/pdb_data/300d.cif	127635	c27c7183e0ad8a954eae801c815996a952ff3e64dd8d46658a51edeced4a22d9	False
301D	/storage9920/home/tinghao.xia/pdb_data/301d.cif	125271	9b95aec1f0f8c3949b39e5eee6d11e94141167b009f7f8649af6dd8aec6474e0	False
30SC	/storage9920/home/tinghao.xia/pdb_data/30sc.cif	418149	d43e39e740368c9c8e3f6f19f06a33934a932be567009afa4559ad6496e46d54	False
310D	/storage9920/home/tinghao.xia/pdb_data/310d.cif	118786	4b5ca1156dee65aea0e68fe8411dd4b12a95b215145d289260c66d289e28e783	False
333D	/storage9920/home/tinghao.xia/pdb_data/333d.cif	65190	c10da2a1b33b9aedf5dddc3a0052788326127d364aa9a2635680b282134dd4af	False
353D	/storage9920/home/tinghao.xia/pdb_data/353d.cif	109223	c1e46cc1ff59c10092d8cd488df4ee36fd8505bf4927a9a921d618eb9b03118f	False
354D	/storage9920/home/tinghao.xia/pdb_data/354d.cif	135370	7b154bc1c3a4dbe0564ec82808a058609f0af19b34aa4519dc971353ecbce98b	False
357D	/storage9920/home/tinghao.xia/pdb_data/357d.cif	191516	c1bb27cce53e7f99dfa74a3e145a74cf1759a98eaf33f196f08906deb7f763b0	False
359D	/storage9920/home/tinghao.xia/pdb_data/359d.cif	118210	6fd8a7734e31410027b506eb3679994d9e1611f179b95b42897b2922a4583a20	False
361D	/storage9920/home/tinghao.xia/pdb_data/361d.cif	151436	a36e7ea826246df34587a50cc27c30cd6acbfa7c4e3f427c63716d322ae209a0	False
364D	/storage9920/home/tinghao.xia/pdb_data/364d.cif	193065	fbe4aba6f09922d66bd15461a7c67236436b0810e21530740cafbc16e70f6aa5	False
36LC	/storage9920/home/tinghao.xia/pdb_data/36lc.cif	179664	16199b8eaf0929a5e8f6cc882a4562926222dc08da431d8dfc1b75017b4eecb5	False
36LE	/storage9920/home/tinghao.xia/pdb_data/36le.cif	316496	58d456016a707d4ffedac92c402928f484ae9aafb6f2599aac3e2e9a72badc5f	False
36LL	/storage9920/home/tinghao.xia/pdb_data/36ll.cif	141467	c87bc490ea0f751621b3ceeb82bf246b5502875a5906152e38ff7a57317ae633	False
36LM	/storage9920/home/tinghao.xia/pdb_data/36lm.cif	232514	fe8943bee2ae6989863ef01c591f0f1748ec7dc98499ff4e9578553145677f1b	False
377D	/storage9920/home/tinghao.xia/pdb_data/377d.cif	94640	aa46469173f123bc6d8c011c4d44921971f1eb1da5886d4f712cf7797c284d9a	False
379D	/storage9920/home/tinghao.xia/pdb_data/379d.cif	126211	d7dcb5366e597754e2985268c3682cfc8557b965a499924c260b8ca02fb7f31b	False
387D	/storage9920/home/tinghao.xia/pdb_data/387d.cif	88607	55aa7a5e1890c7e533440eead6638f64e6220c6a2367c5b1a356bb088c515819	False
397D	/storage9920/home/tinghao.xia/pdb_data/397d.cif	200609	889525ca2c5a15abbbb549350f7a7e4d2643d72f683f5b6198f314fb590a0851	False
3A3A	/storage9920/home/tinghao.xia/pdb_data/3a3a.cif	217402	e0b76ecd454560b472adbfd2ba77705145f12bfe4f671c989e70b8b6462ae10b	False
3B31	/storage9920/home/tinghao.xia/pdb_data/3b31.cif	158524	6141cf530cfdc54317f529fc64aebd465888227d3c50408ab511dc980102b59f	False
3B4A	/storage9920/home/tinghao.xia/pdb_data/3b4a.cif	378911	a5ee4261c59e42c90da1981dc6a5145c2efe795263234f54efad1d12505631a7	False
3B4B	/storage9920/home/tinghao.xia/pdb_data/3b4b.cif	383222	881c9f03e69120d8fad9b6b774b8237439e5b9f75c40eaf040f2dddd1d016fff	False
3B4C	/storage9920/home/tinghao.xia/pdb_data/3b4c.cif	377609	30894ba5d88c34b75b61a550812e2ac966413370218ef4fa9539969b55f9823d	False
3B58	/storage9920/home/tinghao.xia/pdb_data/3b58.cif	191967	308cfaeb15f6bef70f345e3e3684fccc9ea0698d00df43276dce135fefa40bb6	False
3B5A	/storage9920/home/tinghao.xia/pdb_data/3b5a.cif	188631	56c4bcce48f078b6941293322c1d0c9aec547fe35c74895ca4f0a9c303844cdb	False
3B5F	/storage9920/home/tinghao.xia/pdb_data/3b5f.cif	187581	ae8d75624d07c12a31153ff017f8cb4de94ede202249de8a0d0768154f0e3f73	False
3B5S	/storage9920/home/tinghao.xia/pdb_data/3b5s.cif	195334	44a5532e46553db40540f29de755f9f2415ed031c290c255a31cee7f5a5cdf39	False
3B91	/storage9920/home/tinghao.xia/pdb_data/3b91.cif	187557	9de45aea1db5a485fd61a0dc977e114ff73b7f135d6b1486a05e7c8eb736ecf3	False
3BBI	/storage9920/home/tinghao.xia/pdb_data/3bbi.cif	199675	a8318f0b3ccc8d24d995a4babfe3037332f9cb506ba0a8fdffcb44d9c7558a36	False
3BBK	/storage9920/home/tinghao.xia/pdb_data/3bbk.cif	186924	65fbf9b526f89cc2c0e110eb3d35505d437da9330746ac63a20691617d6e1e4e	False
3BBM	/storage9920/home/tinghao.xia/pdb_data/3bbm.cif	188303	4b25c1e36842ade05a0d9400de3b7234338593c33c140e1c711b9ed61cc3bcb7	False
3BBV	/storage9920/home/tinghao.xia/pdb_data/3bbv.cif	234858	4db5c255e482bf002dccece78103f4b656f2dd2155828a43bcfd38595bbf4c39	False
3BNL	/storage9920/home/tinghao.xia/pdb_data/3bnl.cif	146355	cc1c22dffb4edbc1981c261e8f1723f5f4a2216f6d24f20391058979a000d585	False
3BNN	/storage9920/home/tinghao.xia/pdb_data/3bnn.cif	230005	e5131f0b44f7f47872f101fcdfc87e85604ec8c3aeac565965814d17b5d4eea9	False
3BNO	/storage9920/home/tinghao.xia/pdb_data/3bno.cif	229690	381bdca3e719a3f10abec92f8d6cd2f155cd30b314648b282e49d6f8d0b1fb37	False
3BNP	/storage9920/home/tinghao.xia/pdb_data/3bnp.cif	127922	3e66b1add073a4fbaeaf6bd6209d4b18d7333dbbe2def8b4de3ec3c8c03279bc	False
3BNQ	/storage9920/home/tinghao.xia/pdb_data/3bnq.cif	302593	7eccf2dac0b94e3df8c91ded5bd88980428d46cc69ac64ebff841b6fd690715c	False
3BNR	/storage9920/home/tinghao.xia/pdb_data/3bnr.cif	279112	b45a22d208d5fdd02192b40a316002d4d561a762c29ed2e238bd9455289efc06	False
3BNS	/storage9920/home/tinghao.xia/pdb_data/3bns.cif	259860	be7fada742677b66d901a765de2e1485f84785ccb689eda74586e3f4df867d3b	False
3BNT	/storage9920/home/tinghao.xia/pdb_data/3bnt.cif	107955	ac973690067a03dcb4aed2d5da8fc967954a26472bdca8af91ea0178abc428a0	False
3BWP	/storage9920/home/tinghao.xia/pdb_data/3bwp.cif	876285	0983a0d13cb335bd971c404ae4913b9d7317dbbaa412d0769f8fffe07da64a49	False
3C44	/storage9920/home/tinghao.xia/pdb_data/3c44.cif	175546	53c7bcadb6399d686dba2257ab2846f28750e01da9410d7bfe2763271a75008c	False
